Header,Description,Instruction
9105,"{""description"": ""A man wearing a suit and tie is standing indoors, with bright lighting causing overexposure in parts of the image."", ""details"": {""objects"": [""man"", ""suit jacket"", ""pink tie"", ""white shirt"", ""light fixture""], ""scene"": ""indoor scene"", ""spatial_info"": {""man"": ""center"", ""suit jacket"": ""center"", ""pink tie"": ""center"", ""white shirt"": ""center"", ""light fixture"": ""top left""}}, ""confidence"": 0.9566573461536777, ""recognition_status"": ""success"", ""processing_time"": 8.587053775787354}","Definition: In this task, draw tight bounding boxes around the ""man"".
Emphasis & Caution: Focus on the ""pink tie"".
Things to Avoid: Do not annotate ""light fixture""."
9395,"{""description"": ""A baseball pitcher is captured mid-throw on the mound during a game."", ""details"": {""objects"": [""baseball pitcher"", ""baseball glove"", ""baseball uniform"", ""baseball field"", ""pitcher's mound""], ""scene"": ""sports event"", ""spatial_info"": {""baseball pitcher"": ""centered on the pitcher's mound"", ""baseball glove"": ""held high above head"", ""baseball uniform"": ""white with number 55"", ""baseball field"": ""green grass surrounding the dirt mound"", ""pitcher's mound"": ""oval-shaped dirt area surrounded by grass""}}, ""confidence"": 0.9504898337267647, ""recognition_status"": ""success"", ""processing_time"": 10.287768840789795}","Definition: In this task, draw tight bounding boxes around the ""baseball pitcher"".
Emphasis & Caution: Focus on the ""baseball uniform"" with ""number 55"".
Things to Avoid: Do not annotate ""baseball field"" or ""pitcher's mound""."
9673,"{""description"": ""A close-up view of a street sign at an intersection, showing 'One Way' signs for 'Water St' and 'Dock St', with a large industrial structure and brick building in the background."", ""details"": {""objects"": [""Street signs"", ""One Way signs"", ""Industrial structure"", ""Brick building"", ""Windows on the building""], ""scene"": ""Urban street"", ""spatial_info"": {""Street signs"": ""Centered in the foreground"", ""One Way signs"": ""Attached to a pole"", ""Industrial structure"": ""Above the street signs"", ""Brick building"": ""Behind the street signs"", ""Windows on the building"": ""Visible on the brick wall""}}, ""confidence"": 0.9364567381449788, ""recognition_status"": ""success"", ""processing_time"": 10.89457082748413}","Definition: In this task, draw tight bounding boxes around the ""Street signs"".
Emphasis & Caution: Focus on the ""One Way signs"".
Things to Avoid: Do not annotate ""Industrial structure"", ""Brick building"", or ""Windows on the building""."
9872,"{""description"": ""A blue and white bus is driving on a wet urban street during a rainy day."", ""details"": {""objects"": [""bus"", ""pedestrian"", ""rain"", ""building"", ""street""], ""scene"": ""urban street"", ""spatial_info"": {""bus"": ""center of the image, moving forward"", ""pedestrian"": ""left side of the image, walking away from the bus"", ""rain"": ""visible as raindrops falling on the bus and street"", ""building"": ""background, partially obscured by the bus"", ""street"": ""wet surface reflecting light""}}, ""confidence"": 0.9404109200733766, ""recognition_status"": ""success"", ""processing_time"": 9.65606951713562}","Definition: In this task, draw tight bounding boxes around the ""bus"" and the ""pedestrian"".
Emphasis & Caution: Focus on the ""bus"" in the center of the image.
Things to Avoid: Do not annotate ""rain"", ""building"", or ""street""."
10114,"{""description"": ""A cozy, well-lit kitchen with white cabinetry, a gas stove, and various kitchen items arranged on countertops."", ""details"": {""objects"": [""White gas stove"", ""Refrigerator"", ""White cabinets"", ""Sink"", ""Trash can"", ""Chandelier light fixture"", ""Countertops"", ""Wall-mounted faucet"", ""Decorative items on refrigerator""], ""scene"": ""Indoor scene"", ""spatial_info"": {""gas stove"": ""Left side of the image"", ""refrigerator"": ""Left side of the image"", ""cabinets"": ""Above the stove and sink areas"", ""sink"": ""Center-right of the image"", ""trash can"": ""Between the stove and sink"", ""chandelier light fixture"": ""Hanging from the ceiling above the stove"", ""countertops"": ""Surrounding the stove and sink areas"", ""wall-mounted faucet"": ""Above the sink area""}}, ""confidence"": 0.935401824840999, ""recognition_status"": ""success"", ""processing_time"": 14.344799041748047}","Definition: In this task, draw tight bounding boxes around the ""White gas stove"" and the ""Refrigerator"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""White cabinets"", ""Sink"", ""Trash can"", ""Chandelier light fixture"", ""Countertops"", or ""Wall-mounted faucet""."
10343,"{""description"": ""A long passenger train travels through a rural landscape, surrounded by harvested fields and lush greenery."", ""details"": {""objects"": [""passenger train"", ""harvested field"", ""green trees"", ""power lines"", ""railroad tracks""], ""scene"": ""rural landscape"", ""spatial_info"": {""train"": ""center-right"", ""fields"": ""left and bottom"", ""trees"": ""background"", ""power lines"": ""above train""}}, ""confidence"": 0.9498483814485392, ""recognition_status"": ""success"", ""processing_time"": 8.15029764175415}","Definition: In this task, draw tight bounding boxes around the ""passenger train"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""harvested field"", ""green trees"", ""power lines"", or ""railroad tracks""."
10614,"{""description"": ""A partially eaten pizza on a white plate with a bottle of hot sauce and a pepper grinder in the background."", ""details"": {""objects"": [""Partially eaten pizza"", ""White plate"", ""Bottle of hot sauce"", ""Pepper grinder"", ""Table"", ""Background elements""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Partially eaten pizza"": ""On the white plate, occupying the foreground."", ""Bottle of hot sauce"": ""To the left of the plate, slightly out of focus."", ""Pepper grinder"": ""Between the pizza and the hot sauce bottle, also slightly out of focus."", ""Table"": ""Underneath the plate and other objects, providing a surface for the items."", ""Background elements"": ""Including a person's hand and part of their clothing, suggesting a casual dining setting.""}}, ""confidence"": 0.9344411722945954, ""recognition_status"": ""success"", ""processing_time"": 12.81459355354309}","Definition: In this task, draw tight bounding boxes around the ""Partially eaten pizza"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""White plate"", ""Bottle of hot sauce"", ""Pepper grinder"", ""Table"", or ""Background elements""."
10831,"{""description"": ""A person is playing frisbee in an open grassy field under a clear sky."", ""details"": {""objects"": [""person wearing a white tank top and black shorts"", ""frisbee in mid-air"", ""green grassy field"", ""buildings in the background"", ""trees"", ""clear sky""], ""scene"": ""outdoor recreational area"", ""spatial_info"": {""person"": ""center of the image, facing away from the camera"", ""frisbee"": ""above the person's head, moving towards them"", ""field"": ""covers the entire image, extending to the horizon"", ""buildings"": ""in the distance on the right side"", ""trees"": ""scattered across the field""}}, ""confidence"": 0.9478072422368318, ""recognition_status"": ""success"", ""processing_time"": 11.303247451782227}","Definition: In this task, draw tight bounding boxes around the ""person wearing a white tank top and black shorts"".
Emphasis & Caution: Focus on the ""white tank top and black shorts"".
Things to Avoid: Do not annotate ""frisbee in mid-air"", ""green grassy field"", ""buildings in the background"", ""trees"", or ""clear sky""."
11129,"{""description"": ""A tennis player in a red outfit is preparing to hit a ball on a blue court."", ""details"": {""objects"": [""Tennis player"", ""Tennis racket"", ""Tennis ball"", ""Court""], ""scene"": ""Outdoor tennis court"", ""spatial_info"": {""Tennis player"": ""Center of the image, leaning forward"", ""Tennis racket"": ""In the player's right hand, positioned near the ball"", ""Tennis ball"": ""On the ground, slightly ahead of the player"", ""Court"": ""Blue surface with white boundary lines""}}, ""confidence"": 0.9484403377521249, ""recognition_status"": ""success"", ""processing_time"": 9.31315565109253}","Definition: In this task, draw tight bounding boxes around the ""Tennis player"".
Emphasis & Caution: Focus on the ""red outfit"".
Things to Avoid: Do not annotate ""Tennis racket"", ""Tennis ball"", or ""Court""."
11313,"{""description"": ""A neatly arranged hotel room bed with colorful pillows and a striped blanket, set against a window with curtains."", ""details"": {""objects"": [""bed"", ""pillows"", ""striped blanket"", ""chair"", ""window"", ""curtains""], ""scene"": ""indoor scene"", ""spatial_info"": {""bed"": ""center of the image"", ""pillows"": ""on the bed"", ""striped blanket"": ""over the bed"", ""chair"": ""to the right of the bed"", ""window"": ""left side of the image"", ""curtains"": ""covering the window""}}, ""confidence"": 0.9554227160884488, ""recognition_status"": ""success"", ""processing_time"": 10.05908727645874}","Definition: In this task, draw tight bounding boxes around the ""bed"".
Emphasis & Caution: Focus on the ""bed"" in the center of the image.
Things to Avoid: Do not annotate ""window"", ""curtains"", or ""chair""."
11554,"{""description"": ""A zebra stands in an enclosure surrounded by trees and fencing, with sunlight filtering through the foliage."", ""details"": {""objects"": [""zebra"", ""trees"", ""fencing"", ""ground""], ""scene"": ""zoo or wildlife enclosure"", ""spatial_info"": {""zebra"": ""center"", ""trees"": ""behind zebra"", ""fencing"": ""surrounding zebra"", ""ground"": ""underneath zebra""}}, ""confidence"": 0.958167095760621, ""recognition_status"": ""success"", ""processing_time"": 8.124379634857178}","Definition: In this task, draw tight bounding boxes around the ""zebra"".
Emphasis & Caution: Focus on the ""zebra"" in the center.
Things to Avoid: Do not annotate ""trees"", ""fencing"", or ""ground""."
11791,"{""description"": ""A group of four people posing for a photo in front of an elephant enclosure at a zoo or wildlife park."", ""details"": {""objects"": [""four individuals"", ""an elephant"", ""fence"", ""plants"", ""grass"", ""trees"", ""buildings in the background""], ""scene"": ""zoo or wildlife park"", ""spatial_info"": {""people"": [""standing in front of the elephant enclosure""], ""elephant"": [""behind the fence, facing right""], ""fence"": [""surrounding the elephant enclosure""], ""plants"": [""in the foreground""], ""grass"": [""covering the ground""], ""trees"": [""in the background""], ""buildings"": [""visible in the far background""]}}, ""confidence"": 0.9465275322304906, ""recognition_status"": ""success"", ""processing_time"": 11.591795444488525}","Definition: In this task, draw tight bounding boxes around the ""four individuals"" and ""an elephant"".
Emphasis & Caution: Focus on the ""four individuals"" in front and the ""an elephant"" behind the fence.
Things to Avoid: Do not annotate ""fence"", ""plants"", ""grass"", ""trees"", or ""buildings in the background""."
12107,"{""description"": ""A brick building facade featuring two teal doors numbered '4' and '2', and three windows with teal frames, situated on an urban street."", ""details"": {""objects"": [""Two teal doors"", ""Brick wall"", ""Three teal-framed windows"", ""Clock above the left door"", ""Mail slots on the doors"", ""Numbered signs on the doors"", ""Sidewalk in front of the building""], ""scene"": ""Urban street"", ""spatial_info"": {""doors"": [""left"", ""right""], ""windows"": [""center"", ""right"", ""far right""], ""sidewalk"": ""in front of the building""}}, ""confidence"": 0.9311169033803363, ""recognition_status"": ""success"", ""processing_time"": 10.054487466812134}","Definition: In this task, draw tight bounding boxes around the ""Two teal doors"" and ""Three teal-framed windows"".
Emphasis & Caution: Focus on the teal-colored doors and windows on the facade.
Things to Avoid: Do not annotate ""Brick wall"", ""Clock above the left door"", or ""Sidewalk in front of the building""."
12343,"{""description"": ""A motorcyclist wearing protective gear rides a sportbike on a racetrack."", ""details"": {""objects"": [""motorcyclist"", ""motorcycle"", ""racetrack""], ""scene"": ""racing track"", ""spatial_info"": {""motorcyclist"": ""center-right"", ""motorcycle"": ""center"", ""racetrack"": ""surrounding area""}}, ""confidence"": 0.9659638049221629, ""recognition_status"": ""success"", ""processing_time"": 7.002541542053223}","Definition: In this task, draw tight bounding boxes around the ""motorcyclist"" and ""motorcycle"".
Emphasis & Caution: Focus on the ""motorcyclist"" and ""motorcycle"" in the center area.
Things to Avoid: Do not annotate the ""racetrack""."
